Solids,Conductivity
8906.975623139486,525.2247169516716
8904.799817878542,324.99782435818423
8896.195118425881,430.83682506770674
8870.902965942287,425.2268617079815
8864.686480286256,447.4843610277257
8855.114121331366,489.85160040482555
8835.555875821101,305.8344870063121
8810.895810076594,367.9679432358893
8777.686783625666,596.8258366273537
8746.901717120361,432.10793455422026
8730.312435580889,412.7085568227779
8729.096217461693,400.51766119095555
8727.247349356963,543.392988344829
8722.153021570984,375.14227708797114
8721.231884671792,471.07353672302315
8712.00258845446,338.8481579462765
8692.538151660434,534.3390860240023
8672.527773400137,433.6795425189589
8667.720239089313,599.5460191383654
8644.831046838452,473.8141914124885
8607.612509852157,384.38066922042947
8580.245561280903,434.7477154375999
8572.421508507414,490.94265074565226
8535.40295572258,453.5711626270173
8532.139516959518,491.7653131949639
8524.874645571706,328.5652877634906
8508.153729977339,392.76745284317826
8471.67738143048,353.196475487524
8451.319110908964,361.69143675502175
8406.72324367801,449.35881226955786
8403.284552226864,311.17895469026456
8296.550611117107,500.1692103256438
8273.59197053936,372.55121903981683
8240.812709357408,601.0329818069805
8238.29003830498,284.77445891221987
8213.772244714322,501.0185347496342
8201.362113225236,461.20977974503825
8136.071590569004,518.7327779448756
8129.734919236011,379.33929307719825
8127.071253987583,312.3490170800076
8108.297321624606,568.0789801609983
8086.825998967037,442.75875589881764
8081.466471091589,416.2388205815028
8076.822282595229,599.6145352913743
8016.202938437553,291.60028278972356
7998.6745111768505,477.04780681337536
7990.891467648895,386.5417614408622
7986.493239056313,373.23213734140944
7965.207918480109,377.69728280218186
7929.504748550626,348.61854331491566
7907.3304409713655,475.33235709929477
7850.641892342055,384.9207710120818
7845.4728910408385,421.62523807177797
7839.318759829379,370.0851533742653
7769.616118841751,407.73221721960317
7764.438021536858,487.93231029492387
7751.809491098833,341.2911163126418
7747.5772633861125,579.2476735847932
7714.746969262334,440.9389779950403
7705.298604759636,254.39230575023362
7695.063934702985,507.4454883280784
7656.4132482594105,356.34784187380455
7557.021271321207,288.36871280203854
7472.506480020473,395.23578431177197
7460.247260338701,320.3547808944436
7450.074375057894,396.052781798829
7412.798058876675,361.03723822946847
7408.976195914595,433.70967213274787
7324.701425458467,492.8503913894517
7323.302300551966,412.89640363804875
728.7508295768456,496.9976016482841
7263.056749130122,258.88020903971534
7105.800708757526,437.8795084739577
7066.3769166723105,327.6586443803132
7040.737620777599,371.5796340409174
7035.13379657523,415.62488165905114
7028.839617265691,289.5375294678856
7013.211786707304,419.7888979568657
6974.225134833998,355.53246958810803
6967.735565126048,321.23681397405716
6879.764653372923,360.9576787634873
6874.586016391743,386.5820831639076
6873.559885376127,440.47119760915433
6787.484660017703,459.5690213665925
6785.145302691251,432.332405574233
6743.346065530401,428.0363443504035
6700.775053800422,498.93191140361955
6698.239095162861,601.5261669886679
6675.682244593603,465.83053937185343
6670.659353530027,545.3106589916553
6626.376425713154,316.02246611759233
6552.626314154267,516.2840828595396
6493.547256349771,403.59663138982955
6342.502842776547,354.3925258525227
6193.330562324434,424.6668217064328
61227.19600771213,377.0679724052103
6108.795734261221,283.8772795417849
6068.454884948079,442.78626670901195
6040.369868025334,316.5358711402264
5699.504942202689,269.3446352437425
5689.804404872833,360.1844730557162
56867.859236154436,493.88846377277605
56488.67241273919,541.9154676754551
56351.39630372492,480.8480634739415
56320.586979158514,415.8172189138516
5619.135557865849,432.0431197634572
5576.628297064725,388.2492992614705
55334.70279929284,485.63114780716086
5516.874952577377,339.2087033421608
5477.347214769689,443.89473567935676
53735.89919386698,382.8961665208192
5232.913253564904,477.9837556664739
52318.91729758968,401.2042709521434
5230.630429801216,367.89756289774266
52060.22680026684,323.0010364016669
51731.82055324112,533.2912622243467
5157.053599876038,570.2882599968038
5128.457645769734,344.69373993834444
5100.094172699328,325.13449216679084
5097.825849772476,294.9912246649432
50793.898916874045,423.4559056800464
5075.269201855393,392.3537323196529
50279.262429338494,400.0035891200178
50166.53332259415,365.4392022941725
49456.5871084231,583.4488493097667
49341.42127856802,437.3255073049786
49125.36008417044,327.9245608866772
49074.73040737054,351.52039257622175
49009.92465602681,445.7688121991064
48621.56395153603,365.7202915004255
4857.253806702753,532.3366593006464
48410.471014066046,392.9012057483384
48204.17219241039,429.74642958279424
48175.85209292948,344.71697552529366
48007.86813432282,590.4295504375845
48002.08459600114,310.9278352799708
47852.88887105318,422.3182270804992
4784.967879427389,517.4961422095046
47591.28318329641,548.870510162091
47580.99160333534,526.4241709223593
4728.650671023337,299.27977468951804
47022.74584512559,567.7222810870219
46931.8842927942,557.4218785213974
46718.55596534806,446.83967260296896
46140.12684950231,373.4272354878943
46113.957485317245,574.555041307426
46077.35848526223,422.0173564256122
45939.6891579836,392.3823256829381
45510.58431927956,420.12476097328585
4544.841717583644,328.90449423468266
45249.44903301682,314.96508973191135
45243.0289529302,399.7669648211219
45222.50666548316,435.5004570917772
45166.91214141498,485.95971744569687
45166.63938937446,472.2459375237826
45148.80811766023,427.2167644660192
45141.686036383624,369.280428971705
45050.00227622573,493.226463387201
45041.14913877317,367.68899058310103
44982.734154737635,349.38523535374304
44896.98411239192,575.9370182227921
44868.45836802399,397.2367838901215
4466.257487680507,406.3098541807606
44652.36387224059,424.2570132514406
44612.751358310634,552.907589514154
44586.81265100216,554.0451045000362
44539.73832325805,459.07841982235686
44506.441560756866,485.6472318592992
44499.72870971962,534.7114545006893
4440.277357352502,316.9217755347997
44376.18738226209,273.44683817182425
44260.19117940517,460.77905831549964
4425.426440298955,268.4408502490151
44184.23045950258,324.2501475903347
44069.27215787578,331.57013865036913
44063.098416627654,327.4756503972149
43958.67812954904,544.6005667202863
43846.0252659028,334.16606087564145
43680.22252088611,450.89605258556185
43536.02087409114,433.47601134969796
43533.65784534446,336.4466547717247
4343.356611002731,471.9253771573846
43195.47366849412,287.2860573596849
43110.50372146368,325.83135972889204
4304.492483085919,400.9043496859455
42617.30339905726,456.1853379930522
42550.841815771775,442.54577454824476
42327.16801603931,503.7324283021422
42310.82749816953,352.26407394793955
42268.33429600594,384.68487540523466
42210.88523695676,410.6485371885456
42063.87440465939,312.0025326122228
42061.322799299975,503.1392454736291
42059.38041717759,544.8484318253602
41982.61065530991,267.80171067020433
41839.45644895902,357.258970259906
41801.44183689757,461.07682103683084
4168.196993742783,355.57848095397867
41569.95198509877,342.5013872422897
41552.01966435573,463.8852158823095
41538.24273000266,428.44482252009914
41489.639814162794,425.2500464971023
41461.31699893496,362.500414204749
41452.62557425522,378.14900015553155
4142.4990006204325,435.41824496527187
41411.60170700689,509.7678877470622
41408.11482166175,398.04680429896104
41325.44354767345,375.7245185330389
41243.03802854971,486.80605077046766
41210.66698053774,354.4826891811934
4111.7854317957845,475.25539472108443
41065.23476453935,516.743281893657
40936.153391245505,365.43121248890236
40879.789572607275,370.2708799690314
40847.760146381224,563.4099696654001
40843.61655055208,326.25332574517756
40829.353167079826,386.803056636904
40799.36032812741,499.27540082122823
40710.524385742334,468.05171474869934
40709.781662842805,338.5099837257605
40684.3900138736,278.35512334023724
40682.14399780205,485.6724564667838
40626.847810230574,432.5111966787743
40611.71331919785,517.6268878281727
40588.43383077968,300.41174395019243
40581.48680123331,283.172007740677
40546.956331528825,417.67370224607464
40528.80535252192,392.10914552579163
40483.73038912539,563.7199666725719
40368.42062703652,293.83346573050517
40290.22163641817,340.7049784474409
40175.206091417465,399.0471808706921
40149.316556861646,355.5464203360061
40148.1237214392,401.7754572096606
40032.41400480899,354.7907411559858
40009.72361003089,493.1183455683015
39997.783697493665,431.9724288771597
39995.18627184782,393.6769575025494
39960.298950886354,437.7279152816007
39942.95389779411,538.6218031101072
39927.73704499611,257.96315421657613
39906.19027101487,515.3867420113489
39802.51491720437,365.1481515685689
39742.970329359705,509.5464193025853
39716.13180392068,415.0507563086282
39659.87689806039,498.7008895433159
39657.27210801511,319.4340325714238
39624.08717906605,507.0270059985916
39566.75435226551,487.3391692888744
39557.2555330711,345.4893818653109
39537.08646010253,393.38860326875067
39498.659289103256,345.6569351199438
39489.009736300795,357.98631255710114
39484.63892065139,520.2728605714389
39431.25263187423,432.5899955159263
39431.112653235316,355.93759648346474
39430.30782271887,389.5914400911419
39423.66606481486,569.5692234467325
39352.77583836346,488.1413127215997
39251.18212911576,487.504368020183
39234.470183564605,463.4351017760191
39233.09883885389,403.2437351708769
39227.61945662096,410.8561139478792
39207.58924844238,381.6854171697269
39184.8467196431,503.1580785347783
39172.38964292974,330.0786127914452
39143.40332881009,376.45659307467866
39125.20919646321,400.1553243308145
39116.68270569929,473.3139687976143
39030.60370461179,340.5662445043567
39028.599340290755,443.0292321286284
3900.9138917311325,553.4940321982864
38977.33079809635,484.17295329829204
38976.0352139622,531.6307209972657
38971.05101037508,397.44171280344636
38969.38899204324,514.7629184568123
38918.77807317498,427.6643022370827
38895.356135547256,349.43109890592496
38886.38767861533,504.6167925272964
38852.029635921295,326.1153502173294
38787.46270509904,492.4115244038293
38781.45742184306,512.3318462889422
38767.75636931063,382.6222745428622
38748.41134555242,442.5305081273516
38713.11269226301,332.4252243440537
38633.30516883611,448.05086582994244
38605.33153004213,674.4434758802673
38494.72024569318,357.4707042141214
38468.413583930356,449.31753395481263
38413.05708961672,437.26353132033125
38368.012617715474,291.12152764296957
38356.226496408985,525.879408394896
38184.46957355751,281.06920278529196
38119.185568481196,436.9274171089761
38097.32979626167,359.5763336209988
38037.35307442267,477.72337472018944
3802.4116810167206,337.97282283225155
37993.182754531095,465.07279582402913
37962.16799126102,467.5629728711818
37928.14217716675,358.88876761151056
37922.90561590639,217.35832957837815
37861.44001203971,535.0863948480063
37820.047327483495,367.57008163685595
37795.763317883866,441.98610614652114
3773.2811465808113,339.88302869364236
37625.75267985834,580.8977003943793
37620.24846932248,343.4175877984175
37376.79298893104,343.76401307822925
37356.74640137827,380.24019274324513
37308.99415948845,395.97682448817943
37282.522490237425,411.1835886977137
37279.128949954946,285.3499428449925
37273.42922304459,454.5437654967258
37215.22683519184,522.5485530728815
37200.242064765705,573.1355323579303
37191.11414053757,439.31285329801904
37188.826021934,439.8936179168196
37174.00541355088,466.78326401214946
37169.44440353849,351.47683939412354
37118.255436109524,531.1691008772798
37086.54605405966,512.8990363712608
37033.152091371725,376.6727942156429
37030.70811993558,535.3023514515182
37000.9556741392,517.576761929397
36990.95594709379,590.5072220153669
36966.85331934397,530.0529192768847
36873.55798910287,511.4375201166876
36860.468899312655,390.5669453150999
36819.986844689935,344.71605280060317
36776.13749886943,489.8858713499461
36701.97434743677,453.2113664209743
36640.37136619578,337.6644115494392
36622.22860622794,383.2600282040939
36578.223745304924,536.8895891431413
36525.55088358131,522.6005118428147
36520.65869741918,474.1478985256791
36505.52425763323,474.05749017326025
36490.14303222343,502.8830672995579
36477.738112419094,339.41132665631415
36438.31087570425,367.99797743520554
36435.79351381371,383.87105464133845
36412.488259683865,414.3080549418767
3640.7343198145795,447.12186130961817
36343.40705514046,393.87768299357276
36290.74611241049,373.9201601805187
36278.71830879708,307.69136061472153
36269.70131666216,320.4708529632049
36267.26665797832,404.50136854280237
36185.67853808146,605.4588933746072
36152.8208993245,590.7487871802913
36112.13463432474,414.10156657400273
36043.70663776605,385.61432069032077
36026.40155635119,347.56506646308213
35971.02511348583,558.108549013308
35965.74458114088,474.00771548675476
35957.79218259479,360.06047735582746
35902.715683707924,454.52029561547636
35899.280308832764,307.9875511048973
35883.78011032254,470.49354484761284
35804.29261340407,468.56282875663646
35800.699273176404,424.9669947448051
35793.75778674372,398.6479442541533
35775.793395721885,365.09414345117847
35729.692708630326,296.3975472430137
35701.155320153026,401.05880173318076
35680.067877428795,501.9028641271134
35643.18120775992,256.3025585111134
35633.268510737624,354.1744374501004
35606.44017680798,504.63826042575033
35558.73164724479,394.82932593815946
35477.76664346936,569.1032944958848
35455.70961215394,318.62262232131417
35439.687840102146,552.4627918140325
35434.28006200042,365.0325033529768
35418.73503990262,447.2813960938399
35381.67075872485,463.46164010252255
35370.73551522427,469.4130903674347
35344.658047005905,392.42149580418476
35343.628580103046,526.1123808132924
35289.2371102066,462.48019891044623
35278.6817427457,278.63903868062306
35273.97622922741,448.1516693142082
35263.61239925808,527.449342027736
35254.02604659549,282.59991842744216
35229.07700167067,360.0589598270384
35216.534274067046,539.4646482053535
35216.385970173644,399.4836212000171
35200.7988338764,348.97139489038756
35086.39696295499,331.5867257915919
35056.2322337289,305.6294092977496
35055.61648989219,447.16710098702663
35044.371280297135,381.64513087205796
35021.77409654997,387.3997714146052
35018.32560002627,549.9970577707754
35001.14479157665,360.93280382477434
34989.04708052216,404.4926142301905
34971.80748262682,500.6373261700039
34933.784401356046,411.30208658944156
34920.03934783447,281.54445162396865
34873.9345228707,669.725086180179
34865.35768157474,385.4096084791193
34865.32463358429,475.44526770533764
34864.42789348474,324.50984090751643
34822.81634277742,537.9966249844874
34816.44453767991,389.47114935714956
34808.44277996819,594.8992901292464
34798.25258680311,468.0802666084355
34793.85330591925,395.7132588228637
34768.93341990608,315.536105373161
34727.40856407366,332.19950715811126
34702.41784804427,390.0465725578727
34698.62116044991,504.397152163848
34675.862845417316,430.93500934655196
34596.001871740686,389.51628608691357
34591.67814811829,285.22866098963453
34585.0896069508,543.9491408663416
34573.678785724354,297.6313652164491
34565.70169026524,350.0851155438649
34558.40266734972,303.9682026929872
34538.54403773854,470.7403122826415
34535.55385004349,491.51671150903354
34510.75299526274,477.99499179440795
34456.80113231408,357.4172847663841
34451.98421401317,429.8599985796419
34446.782262145745,343.26555649359057
34440.77343351387,425.62781398964114
34415.853145873094,470.3291685421987
34406.77644574729,477.343368601036
34383.59763883363,570.3787653197973
34370.19711329974,436.77459795692863
34359.40079704245,447.52065539917453
34355.61842683239,530.069602099354
34353.839725198755,421.66448244657175
34314.08709117726,313.2547429967247
34298.15294149107,324.59027345963426
34277.760399691986,417.46508017086325
34265.83058147379,441.9451807095715
34261.98588949726,439.1177045525735
34250.16392496158,347.18078039062647
34226.072126574334,415.5775126558978
34184.30840188933,380.4284147077699
34160.92514352129,474.7817344225263
34157.18447357784,498.063996249716
34132.067978681436,367.04437911090565
3413.08163340648,615.6111669278922
34094.05717743785,526.3610815801607
34006.76874531331,430.2696636784811
34006.42073313584,477.1639067796365
33991.65156687047,435.1080173052642
33954.43547084092,485.37915630162996
33933.70985203021,438.8091549637178
33918.04082347813,436.3356220967888
33897.06820165686,406.3823779740672
33892.24595068642,325.2025697168124
33843.619447035155,462.9676393288207
33820.64575966661,321.36451848592077
33809.22470073784,522.3012315577494
33798.10895559447,426.0805224202867
33786.716309201074,481.0735393354328
33784.82622980125,499.4281331505026
33773.10706081386,425.86803918628414
33744.16680696547,327.228245131772
33737.28852434523,395.40700382156996
33681.33014018342,530.217007876155
33662.389050318336,397.1149717089917
33653.7619633927,426.18656504996113
33473.11251835836,484.27989018962126
33462.03422070504,373.9367557334469
33455.24099482324,507.47624901785673
33431.671122053405,465.6301194498782
33424.7686784948,441.7858756739387
33365.3154156343,449.72395169052635
33364.918122879484,443.5480064899328
33360.17072164734,509.8196527449088
33357.51586288418,409.0067884769262
33347.97109835898,445.7668531613048
33337.10964943294,290.11861259542076
33315.94708164389,489.74534642377796
33306.01253765967,399.9483324962554
33266.57157516288,485.1092147580308
33245.63058729513,479.92053778243513
33244.5555969906,392.97101966926294
33223.58152874991,504.37868096765493
33219.0745454325,494.32090708411164
33197.15052685147,402.94655743700014
33173.49940936154,534.1669972042212
33155.578218312294,432.04478304536786
33153.81297558052,296.96410172607307
33123.44297961029,345.35657568350507
33095.389596753266,482.4519329136101
33092.669352987614,377.6189451426836
33080.58882545031,333.0699110580093
33046.727605817854,350.23632637500947
33037.353386549745,631.4986230649531
33013.47977434919,328.5584399484513
32981.25837721575,417.2493946369874
32981.23945648847,286.79443161119775
32951.31636864693,339.6418822650443
32946.56751781872,318.883636337187
32916.331477835454,461.3000945985408
32911.92971677305,414.77101692311965
32910.52518225479,397.8455658311371
32898.74936773528,364.93112814216835
32886.52889859088,337.3880348305506
32882.15594301242,349.98217324059243
32875.19205735977,414.902017213629
32873.820021715685,336.56150104700754
32872.38056577991,416.1885459071077
32869.474407709225,326.62713134850964
32865.50952537349,279.646803827296
32858.48309646261,533.3032206134925
32833.43116851585,277.23415452450695
32821.850090980595,354.43953128332396
32808.307503166296,392.7004931377779
32775.63258497812,330.045051770925
32768.22796617652,527.1986749763996
32751.928962729904,490.9331209497434
32742.187332658625,438.04433142519235
32740.56466119368,389.24214752706166
32704.569285770576,507.1786882733106
32680.977991229047,531.6026341640504
32653.910360267586,416.23963007040163
32651.802764338703,463.341216610962
32619.312974501034,435.6664691770236
32617.124603587585,355.87930088255024
32602.340084234176,340.0300885558946
32600.42940605805,447.3946851344006
32595.120243522193,489.272160165231
32571.05451770555,338.4978145035637
32568.153500291777,436.2031127591757
32555.852537073686,411.983364167012
32528.115614330996,440.31787086414494
32496.640216272444,424.64977282821707
32471.45632350266,498.31306197045353
32452.614409143884,425.38341949538733
32423.462685108596,446.38640359860887
32415.733623844557,407.7417132811492
32405.413860708893,433.91180390091785
32358.538595071623,490.62529134689737
32349.10237770703,581.9811911835134
32333.841542219612,389.2152949435972
32328.714811575148,617.1447939880537
32328.538264193834,452.8902973724083
32269.504938120434,357.3585666063637
32251.359648458292,572.8061429370911
32241.079614323662,416.09099789345026
32238.077782489603,449.25997564536
32237.24543298235,526.7760805918508
32210.816300635033,400.1498057970947
32182.262317798355,516.8516225307658
32170.06916009624,473.6624527645498
32161.84009048273,309.60841118198556
32160.533923449733,344.55061925335406
32156.819438954968,526.325213716472
32150.97939283285,566.3793974220303
32144.799933618317,269.4490512269393
32129.996307387522,541.2207701977802
32112.569873527096,518.9443622126387
32105.2871154118,370.9298085000724
32102.190705252207,433.27649073049884
320.942611274359,361.10176943442553
32092.05838404325,403.8240026641189
32079.774815203946,342.2052523985335
32071.17936938363,353.3364843492816
32040.505669436774,467.14837185067756
32037.605470521812,325.79239956029244
32033.332018857272,479.79197473086685
32018.289631213174,554.1390374266267
32000.8439113861,583.6083978130259
32000.178936298867,473.5316110532757
31991.958746649994,341.77477792211
31977.370136820922,501.7432180670225
31974.48163131993,289.45011830901416
31965.364040777862,505.36141742118383
31935.690705113037,398.57421484064594
31920.584694496705,436.396995229965
31903.399811532247,425.9134001802693
31883.01030653362,550.8175640099519
31871.291238837573,495.9453441622583
31795.62560626323,431.47604030792155
31749.924396203798,503.90873305853916
31725.48776569772,433.44466522982555
31683.86459332765,493.83637899978135
31659.962744542278,559.0028537758723
31620.190785582636,515.8063854323804
31617.07541496605,490.0470946153679
31606.34882629806,380.9746722788243
31598.536376742788,464.02548282268793
31561.955530209776,558.5264708253753
31548.00646369594,342.35569745032865
31528.94868997698,380.5782648244125
31461.19675997045,415.09743849972483
31429.37902924875,393.8896156084585
31421.73163322104,490.2846741272502
31421.144495479497,378.7710756220023
31414.525805340723,567.0272739136024
31409.063978837024,428.75310359554504
31369.54164078314,527.0007955647558
31359.386455663436,477.23505306415507
31350.27576547941,376.66987772047145
31344.460394369864,306.872525988099
31321.0824263096,498.4540986722841
31320.24558783106,491.2160334596138
31315.614387158545,398.9188595378218
31295.902409509665,411.61607027436474
31292.127703674854,370.7714128060414
31251.643732884513,322.21762886027904
31177.133368775983,531.6574429387377
31161.36838769933,506.01013523242824
31157.110167053717,451.557177709948
31155.988820087405,380.09681012980667
31155.540218305283,506.53141388629575
31151.615179031898,398.7050167826136
31150.513421162406,594.7025457573734
31145.110738714637,439.1127646925047
31144.703124202864,451.01583833360786
31130.21264249527,351.5754113995182
31125.740433940548,472.2741221007169
31114.820836331015,418.6196000757642
31114.635652584744,396.6729763439833
31101.684276906355,530.2214099331032
31085.08343340377,584.604353693162
31081.73526431089,517.9259456786259
31080.43207563619,369.02921276876
31073.031337988625,460.8942123709673
31062.37191484566,381.05877629677343
31056.57878232473,426.8833666605269
31044.73818002603,411.47115105478895
31040.884494348615,408.09579724231924
31017.239417661684,437.51406607478276
30989.94841451828,341.38857671477444
30988.97301937858,326.2690801979097
30980.600786788862,315.1412672443021
30969.047593280782,302.4223184971019
30950.681099821508,425.288836697235
30944.363591242687,523.6712975009444
30939.023213783217,330.87608284254844
30927.394282089233,476.3871494173559
30914.111579007564,356.86228711669946
30897.990039257784,437.34858492202767
30879.02668435887,352.6021463876769
30862.784458532115,422.489596220183
30854.83046842261,442.4995320422278
30846.585474123283,323.9626950494488
30823.73049012335,395.2972754581453
30809.705704277247,405.03224707684046
30797.519998953998,338.8141646384995
30759.681440190925,523.6001755961903
30739.6890854019,278.25142365833653
30733.50383761234,257.7041794322704
30722.29823264939,393.49315529227414
30684.211642415034,313.51350201495296
30681.120257939834,481.8534151940728
30660.209666494626,533.5838575451302
30656.16311302757,525.884832982694
30646.815275421894,404.12015243193406
30630.759939174313,430.39560039453903
30616.615148853696,404.67077732816267
30610.047900416503,425.6919559344481
30606.22359320889,472.25540311888983
30594.28067473661,524.9097809286852
30592.54883105967,543.716028645934
30586.592663308227,314.42583386967436
30579.371066591426,344.9505839233056
30575.946902389038,536.7206320402404
30575.357138474,426.5058342925407
30573.066315029697,393.51325645469757
30569.8105511719,348.26459071234075
30566.767504053954,309.9304282029631
30565.57839108449,282.68740212076233
30524.093790630825,382.0567584065355
30471.92909753608,493.17941656081683
30468.64182648061,539.6250370863369
30453.623185522123,476.9167255566883
30434.269118406635,382.9223629717562
30430.21175215331,479.9570762900436
30412.372331261282,273.69713915492014
30396.904618808283,475.6460514984069
30379.359440703534,512.3365276692065
30362.68394790395,432.03070990612923
30348.24365070316,333.6392821015578
30308.231180576542,355.4255317460509
30307.217674994205,573.3304971144634
30301.856674397226,385.656123306354
30284.494869139427,351.6267335114938
30280.788593026075,487.9972616274739
30268.421271864463,436.16497531362916
30253.851102579432,529.7465287886901
30249.170845011024,413.1554659517622
30245.95697484084,271.63073825352404
30235.170803134424,453.9547573248869
30220.612486408867,411.8813745180707
30211.832990855128,391.8209641138389
30210.250367370136,430.07859090487204
30204.546735065484,377.19827295268396
30191.692456948425,431.0964249798755
30168.606596499063,339.11658699813364
30050.43944645153,378.1542339078276
30045.36774143468,531.9594623887139
30042.92850642659,465.49987066207603
30037.221624651935,311.7500192169767
30031.839181316172,400.61189912775677
30021.25707852206,494.15450474617086
30013.70074850319,433.74439165589314
29999.98700535768,366.55813120218164
29985.249880596693,489.9043467157248
29983.116007036537,604.6312628955403
29957.191215399744,378.0855456328627
29956.36301758971,546.4823286723228
29917.820209044952,392.4966652745759
29879.06014610585,359.5690815109252
29860.275777016297,530.204760125255
29846.719056712125,353.030380268577
29827.793969254282,376.91221168815696
29818.095042113386,494.94553706024993
29808.236904440586,556.6576435918513
29778.357876954316,488.9541644367416
29772.019247449647,322.3652373888966
29743.822595234513,430.24601010708216
29721.911630350132,420.70959122207296
29706.234224271426,517.8446739686019
29690.917157925207,392.5325974868163
29644.81360596982,310.77117786861015
29616.492869322887,530.7996675336756
29614.348790081054,383.269410360684
29568.535852018093,355.6986132389772
29567.698929375347,278.4755858510434
29565.711107942137,322.53342323301644
29551.334147772337,329.7108394287311
29549.65882291618,356.1819158560579
29542.338165335546,456.3084538577487
29534.690291753457,265.2511986375809
29533.608826117594,380.1147511485802
29532.61500346444,469.1321168532849
29513.804859552896,476.20158511042473
29508.4928139997,428.6613981506554
29496.9101574473,616.1752427782974
29493.42296740954,476.8444591180018
29483.601853899763,321.74833893874336
29477.764398921892,371.2119513238151
29461.023770200525,514.4900120422469
29433.42378398534,426.43072016026
29432.208251104283,444.9576178720105
29426.473780194996,319.76668145748073
29411.628645120265,524.4659994857778
29382.33525834237,405.6213752727207
29381.93640510804,456.47067281501387
29370.26418381893,521.7808841520609
29368.674184052215,465.2166206201478
29344.84447648613,402.42717382980396
29342.70975589484,398.1818843774973
29339.929268453994,426.9859416742492
29331.236632903172,441.5295472549179
29322.74069720301,496.19829935717905
29317.14244007175,328.5794292459115
29313.78335293502,546.7909944376429
29307.12894458043,456.2148284792014
29299.123352787596,375.78071638776333
29298.359491551197,278.50263260667685
29298.074261579077,463.11517430232533
29263.554068981717,392.3635857582856
29258.738135919626,332.35971457509453
29252.501111666465,445.0612308953742
29228.334683492816,363.5707948586598
29213.62038620881,574.5406714988471
29189.13672090755,386.62286249434106
29169.720783490982,389.27264540312825
29136.814623869737,475.3413506694927
29136.33867680541,307.4333027094603
29123.708303808296,308.0860503290929
29122.696996932584,458.0441705053527
2912.2112468274267,532.885196073215
29091.20710074859,515.0599861297902
29072.169654214566,469.9833240211958
29072.038120862682,467.2180730838075
29057.22761748945,361.947758191616
29046.083515231163,488.7745947823073
29045.261138112808,384.783184974492
29032.78110347406,374.6757382756219
29009.010821013286,463.47842493723005
29000.589711925488,438.8009607469559
28990.787882222434,468.8429845012202
28990.297847067068,504.90875196212164
28988.702343320612,478.77308323919294
28979.767601081716,426.08347881627714
28970.08760585726,422.8175562407171
28966.569326843928,361.7053539670713
28954.801012055537,530.5264113279316
28919.811775260518,429.2255002041538
28918.419953077177,432.28527002719363
28915.643223524883,279.165435690376
28912.202201016768,286.063394408431
28909.290284153052,510.89500072429865
28897.491527401453,360.1791772943006
28894.476969921525,559.6293401265502
28864.910280691725,479.69976285617093
28862.257169818782,434.7812670644661
28837.33040127911,531.1809978519148
28827.36018562907,593.3962245209191
28791.614416229466,422.23486057105725
28790.547684661262,364.2735781094777
28780.340431632725,332.0327063306858
28779.6500110336,481.3188026886131
28767.757422570594,495.037067478959
28760.00684408382,424.2128100944347
28749.716543528233,283.6516335078445
28748.68773904612,280.4679159334877
28723.61762656382,517.4366759132656
28722.17584686686,471.55359458903035
28703.75114009072,552.1621808069771
28702.952380225066,430.1851617726486
