ph,Potability
8.163999617620284,1
8.16307638255827,0
8.163074030614228,0
8.159666704184943,0
8.157518082656166,0
8.154840855474227,0
8.154531511065274,1
8.153210075272153,0
8.151248961954652,1
8.151215310423664,0
8.149437297610588,1
8.146185794091142,0
8.145632374254966,0
8.143483376311869,0
8.142660400879283,1
8.142330913446468,0
8.141861116382476,0
8.141429899766313,1
8.1403444634267,1
8.137767883092494,1
8.137713063107284,1
8.136497868762607,0
8.132736965065675,0
8.131375233569006,0
8.129585513966727,0
8.129341720237186,1
8.128270069244824,1
8.127710424418524,0
8.12420782636168,0
8.121253675568507,0
8.11644657034648,0
8.116350275289646,1
8.115624506544236,0
8.114665425854785,0
8.111953170359271,1
8.111101031034266,1
8.108350799116819,0
8.107500138616412,0
8.107244312818498,1
8.107091815038052,0
8.099124189298397,0
8.097453770731768,1
8.091812332148193,0
8.085759800882219,0
8.082657125491437,0
8.082148076453887,1
8.08041524398239,0
8.07980835815327,0
8.077260885586492,1
8.076126298096359,1
8.075494507899103,1
8.07327895224373,1
8.07261240298569,0
8.070477126886109,0
8.069297892811402,1
8.065339036104211,1
8.064652809050983,1
8.064170137236562,0
8.062805643024472,1
8.06206612314847,1
8.060609623630814,0
8.058135996612346,0
8.054893321996667,0
8.054885744073163,0
8.05304368223556,1
8.052893916459475,1
8.051022203026939,1
8.043889299098865,0
8.040392261051977,0
8.0401875566739,0
8.040144167343296,1
8.039696863248341,0
8.037761108429645,0
8.037430326921505,1
8.034011916654261,0
8.031055220266794,0
8.029181612754343,1
8.02830424150094,0
8.027247869950068,1
8.026773255939636,0
8.025220020635544,1
8.020869102871476,0
8.01883160724048,1
8.018771948965188,0
8.016418374611582,1
8.016279103360878,1
8.015780395152742,0
8.014183072060874,1
8.013516428610775,0
8.007541219554257,0
8.00637329840415,0
8.005016372063832,0
8.003031485090926,0
8.000775801322487,0
7.998090253941313,1
7.997175822735124,0
7.992749619333389,0
7.992320364236402,1
7.992026977293408,1
7.990658238533358,1
7.989376233974929,0
7.986398705504575,0
7.986018499069503,1
7.985406393829891,0
7.984710742242038,0
7.977635990880497,0
7.9769008736775735,1
7.97532990104869,0
7.974521648923869,0
7.974248428106492,0
7.974065001358431,0
7.973307535065096,1
7.971298747449369,0
7.96852586987492,1
7.9673448231111115,0
7.966856823982582,1
7.966762553436026,1
7.9653373053048,0
7.961721463165571,1
7.9589842918841835,1
7.958871446046477,1
7.95776834399615,0
7.957113516429416,0
7.955026340097655,0
7.95387811515525,0
7.952929115572246,1
7.951451170491509,1
7.950816583814905,0
7.949964794513219,1
7.948815718151566,0
7.9484883721691055,0
7.947485785725746,0
7.946767904206179,0
7.9459090689348315,0
7.945407486586083,0
7.9438824771547605,0
7.940713224453516,0
7.940646963676027,0
7.9373922001148784,0
7.935607325113079,1
7.933067691513921,1
7.928831288871604,0
7.927969552720631,1
7.920794564373236,0
7.9181833208614965,0
7.9181504708531385,0
7.9180870791782425,1
7.918039170296733,1
7.9176085954610205,1
7.917049443177883,0
7.916669698835311,1
7.912361028113824,0
7.910640914062313,0
7.904053370906855,0
7.899451562181437,1
7.899256515294086,0
7.896743922258235,1
7.895769121117427,1
7.895469245942458,0
7.895045662146321,0
7.8943227825227344,0
7.893818459458376,0
7.8933127111154295,1
7.893131972748397,0
7.890354273534902,1
7.890263352659877,0
7.8895793449559655,1
7.8890797349062165,0
7.888843574059525,0
7.888424514936055,1
7.88659122732868,1
7.885678999417978,0
7.884841993204571,0
7.88212394746559,0
7.880685942702883,1
7.879543234364988,0
7.876495131350931,0
7.875895135481787,0
7.874671357791283,1
7.873271692669199,0
7.8719614027508396,1
7.870853412371953,1
7.869781869538917,0
7.868147086463669,0
7.865756954092344,0
7.865094970430806,0
7.86464967253437,0
7.861177700998561,0
7.860106421505122,1
7.859489939100051,1
7.858662778844826,0
7.856471100461379,0
7.855906367971113,0
7.852206664016244,1
7.8519256917911475,1
7.846463340823771,1
7.846057926337261,0
7.845879929236758,1
7.842979001264934,1
7.8359069892020266,1
7.834319239941967,0
7.8339804823343595,0
7.833970823584208,1
7.833495881064739,0
7.83336100102891,1
7.831117736766918,0
7.83097634338162,0
7.8306075905686665,1
7.828740104752374,1
7.822491882508682,0
7.822257362901787,0
7.821970940156012,1
7.81965915392936,0
7.818274839301502,0
7.8179012805146595,0
7.815121777828159,0
7.8145243207535575,0
7.814250246965275,0
7.813067624946343,0
7.812804388310308,0
7.811512445222393,0
7.8101449331968364,0
7.80963189801941,0
7.8088560175574155,1
7.808641136495527,1
7.8080122115602775,1
7.806909023349841,1
7.804368873943725,1
7.803833220697706,0
7.802426084121588,1
7.800421288908953,1
7.7984536762012135,1
7.795957800597176,1
7.79555762878438,0
7.793914804354769,1
7.793833572993554,0
7.793039171409166,0
7.79278353049359,1
7.790874862321438,0
7.788054732605206,1
7.786734690190797,0
7.785106673059819,0
7.783305612895872,0
7.781663759793227,1
7.780868679242907,1
7.77766536646659,1
7.776044112626788,1
7.7753855932769635,0
7.775049500982394,0
7.774645242924598,0
7.774468468846811,1
7.7737581374530995,1
7.766186660186794,0
7.766114454212289,0
7.765635561977197,0
7.76414261000218,0
7.763415106574563,0
7.76202074451675,0
7.760189364703282,1
7.757269665668284,1
7.7569391834656045,0
7.756678950252448,0
7.755154226534814,0
7.754884394437196,1
7.75404435394794,0
7.753936117609168,1
7.752176212505221,0
7.74977378413344,1
7.748928548486438,0
7.748654706492547,1
7.746343115356286,1
7.745499128179053,1
7.744772552356141,0
7.744130993509203,1
7.744125219434779,1
7.744098531468294,0
7.741245058636744,1
7.740453870226316,0
7.740383939415849,1
7.739325711303171,0
7.736312841132024,1
7.735705021751655,0
7.734569203344947,0
7.732880077797702,1
7.732601708635223,0
7.731315009102499,0
7.727421140658746,1
7.726134807902507,0
7.7253329080747575,0
7.725192099493611,1
7.721078493617457,1
7.721032687967833,0
7.719000805137069,0
7.717076952182754,1
7.714312671631406,1
7.71408935995488,1
7.710959938844849,1
7.710137890814498,0
7.709617350900396,0
7.7091063598640455,0
7.70810998872957,1
7.705711006313976,0
7.704410252313842,0
7.703356821382107,0
7.70218309918713,1
7.701032797005616,1
7.70036230513608,0
7.695049437156064,1
7.694264581971543,1
7.693555234691673,0
7.6925235338551445,0
7.691486298425762,0
7.6893580036123765,0
7.68878591609137,1
7.685396843315841,0
7.683156515101875,0
7.682923444847809,1
7.682872498072526,0
7.682762474412737,0
7.679595096300121,1
7.679090583265879,0
7.6789668886832025,1
7.678945067219358,1
7.675913621057367,0
7.672909522943807,1
7.670505864185263,0
7.669012536518329,1
7.667520860166849,0
7.665187780430904,0
7.664793523351656,1
7.664628096551665,0
7.657991236998258,1
7.657541728081206,1
7.6512942259202,0
7.650683237261012,1
7.648877927703538,0
7.647871554133575,1
7.643578361999963,0
7.638761770450097,0
7.636454091471839,0
7.63526469216248,1
7.633570087677555,0
7.628552723143854,1
7.623499920279238,1
7.619845076953617,0
7.618119571705241,1
7.617524134239115,0
7.61715192193207,1
7.617148870829691,0
7.617033493510344,1
7.617014108815567,1
7.615556979306126,0
7.61487763929876,1
7.614056816681071,0
7.612516822631869,1
7.611982388879645,0
7.611609817181437,0
7.61067277645396,1
7.610509210594297,0
7.60952119012474,0
7.608750191252161,1
7.607223911235492,1
7.606880475374772,1
7.606066882417412,0
7.605978830252509,0
7.605674820650833,1
7.603775446495936,1
7.6021214747799855,0
7.595669983691271,0
7.5952287240491225,0
7.593176933452913,0
7.593127650277594,0
7.592672300075482,0
7.591346093540146,1
7.591089848316611,1
7.586235787902423,0
7.5837702990430875,0
7.582941676733986,1
7.581944679656733,1
7.58168757744945,0
7.58004880807379,1
7.578014307935787,0
7.575757883896304,0
7.5742612367877715,0
7.573905933368074,0
7.571684493181063,1
7.566517124512967,0
7.565198073160248,1
7.561832947775752,0
7.560392022830322,1
7.559852309769317,1
7.558076302469553,0
7.557963629790507,1
7.555822759422741,1
7.553844615241808,1
7.54434011403763,0
7.5443056356166185,1
7.543931304508226,1
7.54370046605691,1
7.542300167142759,1
7.539881892843843,0
7.539742094671527,0
7.539337775748651,0
7.53928739507425,1
7.535700190571214,1
7.533614822992929,0
7.53205857980722,0
7.529929502630923,0
7.528980405257183,0
7.526680395036496,1
7.521920636411117,0
7.521051678672175,0
7.520518926663479,0
7.519227463461571,1
7.51483566596394,0
7.512361216121821,1
7.511816641411975,1
7.510943342127445,0
7.509350205118649,0
7.50757529645138,0
7.506111456769499,0
7.503085765108365,1
7.499844501955668,1
7.4998442319528795,0
7.498372459046129,1
7.497987814888167,1
7.496990927216014,1
7.496510679592297,0
7.49623220797336,0
7.4943911014551485,1
7.494212046966072,0
7.493843860854462,1
7.493290815928302,1
7.490807653925485,1
7.490786675734917,1
7.488133464330415,0
7.487573363881187,1
7.486780879606536,0
7.486779708528253,0
7.484254837727466,0
7.48279127635069,0
7.481535362094441,1
7.481397771916631,1
7.480728113602178,0
7.476689511613987,1
7.476408459668984,0
7.4755369016992885,0
7.473235376592182,0
7.471026670171208,1
7.4686170188765795,0
7.46655835764527,1
7.466213132452259,0
7.464485186199689,1
7.463915951229467,1
7.4607272201980726,0
7.460147818172523,0
7.459144859485703,0
7.459124173217744,1
7.4587076827919985,0
7.457979826928165,1
7.4571647584143115,0
7.456250785416918,0
7.455541163214249,0
7.4518887792117585,0
7.449659685994515,1
7.446225785014987,1
7.446089059117263,0
7.445189293060908,0
7.44518902590451,1
7.444914014951037,1
7.444165851996699,1
7.443189014292676,1
7.442536475327727,1
7.442023084023342,1
7.440825031061319,0
7.43721665310552,0
7.4367826093455385,0
7.436537226981672,0
7.426274011029841,0
7.425102223222055,1
7.423586011645774,1
7.423088086315854,1
7.422225264350398,1
7.4219976442518645,0
7.420640789488351,1
7.417823926645138,0
7.417570368300503,0
7.417502636689077,1
7.414148196336244,0
7.4132883405347805,0
7.408985466924612,0
7.402653150168774,1
7.40023858050054,0
7.399811393921775,0
7.399724707648925,0
7.397650662541773,1
7.397562417753871,0
7.397544009543939,0
7.397413298543417,0
7.395450846886257,1
7.394255556132569,0
7.393977956767953,0
7.393110152584626,1
7.392084037518904,0
7.390896678654897,0
7.388518502791958,0
7.388292038904119,0
7.387433763492869,0
7.386837696427604,0
7.386581819694894,1
7.384048887654537,0
7.381757557406792,1
7.381108533992378,0
7.380104834625337,0
7.37859701625866,1
7.377036503769029,0
7.3764491048464,1
7.376161138266742,1
7.3753376198926395,0
7.374775413656679,1
7.372611795824961,1
7.371914155906743,1
7.3712898766050605,0
7.371085073209565,0
7.371050302429531,0
7.3699886207415926,1
7.369911642352921,0
7.3690871386546375,1
7.368768530294821,1
7.368165576531881,1
7.367371852627868,0
7.3669152841286385,0
7.36667198942732,1
7.362912867202151,1
7.362736501949787,0
7.362331186706085,0
7.361599831600276,1
7.360640105838258,0
7.3560567780554384,1
7.352146037579763,1
7.350378986684694,0
7.3496533769711,0
7.3489371420594365,0
7.348844511550613,0
7.3486112311822644,0
7.347030355621346,1
7.345138416508713,0
7.344975869046369,0
7.343031939773171,0
7.3422312494162645,1
7.341547112170922,0
7.3401708843321565,1
7.338826110612727,1
7.338107609571772,0
7.337924402194623,0
7.337399849697425,1
7.33347772602672,1
7.333003447205329,0
7.33210396318143,1
7.330196876767331,1
7.323545119666458,0
7.322828416616528,1
7.322502050459663,0
7.316804753880919,0
7.31344675557596,1
7.3121093037187945,0
7.310715695744376,1
7.309596473979961,0
7.30955640748172,0
7.308048848275572,0
7.303051906328316,0
7.301903491347546,0
7.301563449379409,0
7.301463637868686,0
7.301444654287731,1
7.300990131038159,1
7.296908882387336,1
7.296572875466082,1
7.296037733901175,1
7.295141331699135,1
7.2943644330256765,0
7.293929250131249,0
7.29214180515922,1
7.291957039597602,0
7.29188832527326,1
7.29008857213943,0
7.288736661267014,1
7.2881127068161735,1
7.287286375124328,0
7.286167388039818,0
7.285371191083492,0
7.283913577235948,0
7.280560356935292,1
7.278910903182803,1
7.277143966771516,0
7.276863125209032,1
7.275908773683996,1
7.274756854860161,0
7.274212566762742,1
7.274198050602535,1
7.273368228315567,1
7.272362197396377,0
7.269652252805362,1
7.266781485544794,1
7.266598792423617,0
7.26659453474728,0
7.264069096752565,1
7.263545070215379,1
7.2625346516330636,0
7.261550522070718,0
7.260904363269189,0
7.260319681766154,0
7.25793099486329,0
7.256015038533906,1
7.255798597493364,1
7.249257332525589,0
7.24899119805637,0
7.24770098178392,0
7.243482154402432,1
7.243409878975713,1
7.240739638887768,0
7.240351005742477,0
7.240271791102996,0
7.240194470415268,1
7.2394159210992495,0
7.233538435483265,0
7.230845306553176,0
7.226592711428238,1
7.226127199808895,0
7.222997560406464,1
7.221689439703995,1
7.220165553446549,0
7.217392780568977,0
7.213537481050567,0
7.213375388220339,1
7.210773702067905,1
7.207931097430971,0
7.207886781343905,1
7.207538608272426,0
7.205559174588729,0
7.2052182636461115,1
7.2034388489879815,1
7.202534415579847,1
7.201702374896836,1
7.197795991543301,0
7.191962028701999,0
7.191493718892235,0
7.1910248566863455,0
7.187765846234752,0
7.186931122348115,1
7.185276448818911,1
7.185167714343043,1
7.184973118804081,0
7.1846977625084145,1
7.183825723393187,0
7.183108734458526,0
7.1830959315085465,0
7.181448580829175,0
7.179864148534108,0
7.1761708700696385,1
7.174135162807995,1
7.172323075211824,0
7.171593554534841,1
7.171223722909929,0
7.169251038319984,1
7.16447829539951,1
7.163999222574383,0
7.161714892641493,0
7.16046723080874,0
7.159613911959985,1
7.159398310953257,0
7.159052990497457,1
7.157337864026239,0
7.15642449459831,1
7.15473588040487,1
7.150046115062049,1
7.149124567592087,0
7.148440931892334,0
7.146976296126542,1
7.146117224742147,0
7.14601971618829,1
7.145771545218821,0
7.143941990149046,0
7.1396712562776194,0
7.139428272590956,1
7.138586781331626,0
7.138374316854361,0
7.137428697435654,1
7.136102612573539,1
7.13122185859695,0
7.130099196200058,0
7.129424730462989,1
7.128062255250418,1
7.127711209793025,0
7.1252110755305536,1
7.122637439985312,0
7.121458434633312,0
7.119824384264552,0
7.118980168364626,1
7.117917746068107,0
7.1175786583500535,0
7.116132606475939,1
7.11589526567209,1
7.1143867193719466,0
7.110845138033223,1
7.108140711077948,1
7.104594898620113,0
7.1042952035253055,0
7.103348375140523,0
7.102446618231696,0
7.098245544161473,0
7.096098311427181,0
7.096047101005687,1
7.095569331079976,0
7.094830833998159,0
7.094802142633516,0
7.091885816966667,0
7.0891841872037595,1
7.0889406421502255,1
7.0882509764340735,0
7.086877325565761,0
7.0861684008433095,0
7.085095882764062,1
7.083779060507377,0
7.082300649174803,1
7.080445821121838,1
7.080193059013201,1
7.079303517779591,0
7.078659419377965,0
7.078361074110981,1
7.077874006530455,0
7.074251443801101,1
7.071314192217861,1
7.066141840325305,1
7.06478908142805,1
7.063646975622253,1
7.061845519716819,1
7.06183097218188,0
7.05994023445362,1
7.058866081279625,1
7.058182608235123,1
7.057552645613959,0
7.054266774415682,0
7.053116739303244,0
7.051785800016845,0
7.05139642582078,0
7.046548537016283,1
7.044375318734117,1
7.042793877475889,0
7.041665417411175,1
7.040394956072289,1
7.040244978430556,0
7.039094321089831,1
7.038347516788063,0
7.038092305552901,0
7.036752103833548,1
7.035036795196814,1
7.033945358536714,1
7.033495055020295,1
7.0328187262222395,0
7.0318391737084145,1
7.031684050645781,0
7.027296860302588,1
7.027185659271876,0
7.0258217707497685,1
7.025504334993,0
7.025456547708931,0
7.025305941689352,0
7.022952113429302,1
7.021617480943761,1
7.02129530579393,0
7.017295398626637,1
7.01683611325458,0
7.015332582746869,1
7.010243375540365,0
7.009601694292698,0
7.007974587155316,1
7.005230139691345,0
7.002479940695225,0
7.000523220722731,1
6.9997645107739865,1
6.994194675250799,0
6.991685152928785,1
6.990800830630459,1
6.990452676633395,1
6.989813770294979,0
6.98944217704844,0
6.988206154718959,0
6.987335278958937,1
6.98704150028991,0
6.985303737450439,1
6.985192202008131,1
6.984405530368805,1
6.983860438979463,1
6.983133113060967,0
6.980727163646463,0
6.980061938695879,0
6.978664262373817,0
6.978290867613598,0
6.977744099966936,0
6.977405633483939,0
6.977267851638903,1
6.975392341170819,0
6.975209177557351,1
6.971577181951132,0
6.970036693982143,0
6.96820896010586,0
6.968131312926198,0
6.9678613966386695,1
6.967696683162022,1
6.967270763874334,0
6.96694296188432,0
6.966835167879632,0
6.965279871760655,1
6.9642259425787305,1
6.964198299767605,0
6.9639793510478585,1
6.962993545041664,0
6.9623245949195365,1
6.961891686003921,0
6.960603501688507,1
6.958534137481001,0
6.957802749302861,0
6.957433637931853,1
6.9549072165208425,0
6.953864225511059,0
6.953371603389549,0
6.952511673596021,1
6.950786515485461,0
6.948265449383849,1
6.947915533873985,1
6.947028539657349,0
6.946717558359831,0
6.945224092344811,0
6.944868386836294,1
6.9417194379777,1
6.941278904431053,1
6.93781878337901,0
6.934503590060883,0
6.9343105827538345,0
6.93365391024419,1
6.932085030049922,1
6.931470426933321,0
6.931244178141836,0
6.930391469669391,0
6.930082548200621,0
6.923636014423605,1
6.92265237065665,0
6.922041828080885,0
6.921257043340869,1
6.920799599365547,0
6.9204487000696915,1
6.920388988495384,0
6.920342898512878,1
6.919726155212071,1
6.918062437943979,1
